,
Tm,W
,
Milwaukee Bucks,16
Phoenix Suns,14
Los Angeles Clippers,10
Atlanta Hawks,10
Philadelphia 76ers,7
Brooklyn Nets,7
Utah Jazz,6
Denver Nuggets,4
Dallas Mavericks,3
Portland Trail Blazers,2
Los Angeles Lakers,2
New York Knicks,1
Memphis Grizzlies,1
Boston Celtics,1
Washington Wizards,1
Miami Heat,0
