,
Tm,W
,
Los Angeles Lakers,16
Boston Celtics,10
Los Angeles Clippers,7
Toronto Raptors,7
Utah Jazz,3
Miami Heat,14
Milwaukee Bucks,5
Houston Rockets,5
Denver Nuggets,9
Oklahoma City Thunder,3
Orlando Magic,1
Dallas Mavericks,2
Portland Trail Blazers,1
Indiana Pacers,0
Philadelphia 76ers,0
Brooklyn Nets,0
