,
Tm,W
,
Denver Nuggets,16
Boston Celtics,11
Los Angeles Lakers,8
Miami Heat,13
New York Knicks,6
Golden State Warriors,6
Philadelphia 76ers,7
Sacramento Kings,3
Phoenix Suns,6
Milwaukee Bucks,1
Atlanta Hawks,2
Cleveland Cavaliers,1
Los Angeles Clippers,1
Memphis Grizzlies,2
Minnesota Timberwolves,1
Brooklyn Nets,0
Chicago Bulls,0
New Orleans Pelicans,0
Oklahoma City Thunder,0
Toronto Raptors,0
League Average,
